
MR SINGH:   Well Mr Chair as I said, I was making the comment generally, I really do not know the date on whichhe left or purported to leave.  But I know that I have made travel bookings - I do not know how many but I have made table bookings with them. 
CHAIRPERSON:   Have you made travel - did you make travel bookings with Travel Excellence last year? 
MR SINGH:   Yes, I think maybe one, I think. 
CHAIRPERSON:   Maybe one? 
MR SINGH:   Yes. 
CHAIRPERSON:   And 2019, do you recall did you make any, did you request them to make any? 
MR SINGH:   Maybe, one as well, one or two maybe. 
CHAIRPERSON:   Maybe one as well, but are you saying that you do not have a time that you take as the time when Mr Salim Essa left? 
MR SINGH:   No.
CHAIRPERSON:   Ja, because that seems on the face of this - of it to undermine the point you were making. 
MR SINGH:   But Mr Chair, as you were - let us say, moving back in terms of your timeline, in terms of saying, did you book one last year or did you book one the year before. I think that is the general point that I was trying to make, is that even as early as or as late as last year, if I had booked with them and if he is not here, then who was guarantee.  So that is the point that I was trying to make.
CHAIRPERSON:   But do you regard last year as a time when he had left the country? 
MR SINGH:   Yes, Mr Chair based on media, it is common cause that his left. 
CHAIRPERSON:   Yes, but your understanding is that he left roundabout when?  
MR SINGH:   Chair, I would not speculate.  
CHAIRPERSON:   But you say, definite last year – by last year he had left.  
MR SINGH:   Yes.
CHAIRPERSON:   By beginning of last year, maybe? 
MR SINGH:   Mr Chair, I would be speculating but I know, Mr Chair, my point that I am trying to make is, if it is that these guarantee facilities were what were available, I am saying I did not enjoy those facilities through Mr Essa.
CHAIRPERSON:   Yes, okay alright.  
ADV SELEKA SC:   But Chair, just before we adjourn. 
CHAIRPERSON:   Ja. 
ADV SELEKA SC:   And we will adjourn, Mr Singh, you then cannot - and I think you have to accept that you cannot use the general statement as a point of criticism in relation to this affidavit. 
MR SINGH:   No but if you - that is why I said - that is why I requested for the Chair, to allow me the indulgence of dealing with it holistically.  So all of these things will beput into context, as we are going to deal with these issues individually and you are going to get to a point where you are going to ask me this question. 
ADV SELEKA SC:   No, but you are not addressing what I am saying to you, you cannot use your general statement, which you said it is as a point of criticism in relation to this affidavit.  Do you accept that?  
MR SINGH:   I accept that Mr Chair. 
ADV SELEKA SC:   Yes, Chair we can take a lunch adjournment.
CHAIRPERSON:   Okay, let us take the lunch adjournment it is twenty past one, we will resume at twenty past two. 
ADV SELEKA SC:   Thank you, Chair. 
CHAIRPERSON:   We adjourn. INQUIRY ADJOURNSINQUIRY RESUMES 
ADV SELEKA SC:  Thank you Chairperson.  Chairperson I was conveying to Mr Singh and my learned friend that I have endeavoured to obtain Mr Singh’s affidavit to the Transnet work stream specifically on his travels between Joburg and Dubai.  I have arranged that the Chairperson’s bundle on the same be delivered in due course I would do the comparison between the… 
CHAIRPERSON:  Ja. 
ADV SELEKA SC:  What the agent is saying what Mr Singhhas responded to the Eskom work stream.  The Transnet work stream. 
CHAIRPERSON:   Just repeat that last point. 
ADV SELEKA SC:  In due course when we have the – when the Chairperson’s file is here I have for Mr Singh we will then do the comparative specifically in the – in regard to the dates of travel. 
CHAIRPERSON:  Oh is there an affidavit by Mr Singh detailing his official flights while he was at Transnet? 
ADV SELEKA SC:  Those could be – and that affidavit issubmitted to the commission under the Transnet work stream.  Yes. 
CHAIRPERSON:  But just for the sake of clarity Mr Singh with regard to paragraph 22.1 can we – can we take it that you are saying you did travel from Dubai to Johannesburg onthat date or around that date?  What you are denying is that you had asked Travel Excellence to make that booking or that you had asked anybody to ask Travel Excellence to make that booking, is that correct? 
MR SINGH:  That is correct Mr Chair. 
CHAIRPERSON:  Okay alright.  Okay. 
ADV SELEKA SC:  Thank you.  So that 8 June 2014 Mr Singh.  Then the other aspect of the paragraph which is the 
last that is in relation to the payment.  Ms Suleiman says: “I cannot recall whether I spoke to Mr Essaor Mr Singh but one of the two gentlemen phoned me to tell me a driver would be dropping off money in cash to settle the invoice which indeed took place.  I attach hereto the cash receipt dated 16 July 2014 and that is attached as SS3 subsequently deposited the money into our bank account on the same date.”So let us go to SS3 on page 1565.14 and what we see there is a document she calls it a cash receipt dated 16July 2014 your name appears there Mr Anoj Singh and the amount is written out in words nine thousand one hundred rand, invoice number, the number is given 85A587236 and the amount in numerics R9100.00 cash paid to Samira.Your comment on the allegations in this regard MrSingh? 
MR SINGH:  Mr Chair I have not – I have no recollection of this invoice.  I deny that this invoice was made out to me.  There will be no reason for me to pay for this invoice.  And Mr Chair if you look at the – the – sorry not the invoice the receipt.  Mr Chair even if you look at these receipts and they pervasive throughout they relatively rudimentary receipts.  I could have got a receipt book and written this invoice myself I mean receipt. 
CHAIRPERSON:  Okay just repeat the point you make aboutthe receipts ja I think your – try and speak up a bit.   
MR SINGH:  I said Mr Chair I denied that this receipt was made our in my name.  I did not receive this receipt. 
CHAIRPERSON:  Yes. 
MR SINGH:  It does not bear any signature of mine or the purported driver or anybody. 
CHAIRPERSON:  Yes. 
MR SINGH:  From who this cash was purportedly received from. 
CHAIRPERSON:  Yes.
MR SINGH:  Secondly Mr Chair if I denied the fact that I request this booking to be made in the first place.  There is no reason for this receipt to be made out in my name. 
CHAIRPERSON:  Ja no I – I understand that.  As I understand her evidence in her affidavit she does say thatthere were times when you would arrange with her that you would send a driver to give her cash to settle some of the invoices.  Now you have said that you know her.  You have said that you know Travel Excellence.  You have said that you did make bookings – you did ask them to make bookings for you at times because it may be that you also asked other agents at other times.  Is that correct? 
MR SINGH:  That is correct Mr Chair. 
CHAIRPERSON:  Yes.  Now in regard to those occasions when you had requested her to make bookings for you wouldyou receive invoices from her?  Would she send you invoices and would you receive them? 
MR SINGH:  Mr Chair I think occasionally I would receive them. 
CHAIRPERSON:  Yes. 
MR SINGH:  Via Whatsapp. 
CHAIRPERSON:  Yes. 
MR SINGH:  If I recall correctly but I do not recall (inaudible). 
CHAIRPERSON:  Yes.  Okay but at some stage or anotheryou would know what you – what you owed them? 
MR SINGH:  Mr Chair yes. 
CHAIRPERSON:  Yes.  And how did you pay them?  Did your method of paying them ever include sending a driver to pay them in cash?
MR SINGH:  Mr Chair I certainly paid through voyager miles sometimes there were credit card payments that I had made. 
CHAIRPERSON:  Ja. 
MR SINGH:  There was cash payments that I made but I do not recall my driver going to settle any of these. 
CHAIRPERSON:  Is your recollection that all payments you made that include – included cash payments even if there were – or let me ask were there some payments you made in cash? 
MR SINGH:  Mr Chair I think I recall some of them but I donot recall which ones exactly. 
CHAIRPERSON:Oh okay and would you have any recollection as to whether it was something quite usual for you to do namely to pay in cash even though sometimes you paid by other means? 
MR SINGH:  I would – I would think Mr Chair it was not unusual. 
CHAIRPERSON:  It was not unusual.  Okay.  Okay alright so she – she says here a driver was – you know was sent to drop the cash.  So you are saying although you accept thatsometimes you did pay in cash but you say – you say you never sent a driver or are you saying you are not sure whether you might at some stage or another sent a driver with cash? 
MR SINGH:  Mr Chair on this particular invoice I am sayingthere was no need for me to pay this because I did not request it. 
CHAIRPERSON:  No, no I accept – I accept that that is what you say in regard to this invoice. 
MR SINGH:  Yes. 
CHAIRPERSON:I am talking about those that you acknowledge would have been your invoices because you would have requested her to make the payment – to make the bookings for you? 
MR SINGH:  Okay Sir so the question is…
CHAIRPERSON:  In regard to those bookings which you had requested her to make for you. 
MR SINGH:  Yes Mr Chair … 
CHAIRPERSON:  Where you had to pay are you saying that there was never an occasion when you would have sent your driver to pay her in cash or are you saying you are not sure whether at some or other stage you may have sent a driver to pay her in cash or you say whenever I paid – you paid you paid her yourself even if it was in cash? 
MR SINGH:  Mr Chair I – look – from a driver perspective Iam probably referring to our previous conversation in terms of the Transnet driver.  But I think in this case Mr Chair I think you asking the question did a third party sometimes pay whether it be a driver or relatives or… 
CHAIRPERSON:  At your instance.
MR SINGH:  At my instance yes. 
CHAIRPERSON:  Yes, yes.  Is the answer yes? 
MR SINGH:  Yes. 
CHAIRPERSON:  Oh but whether it was a driver or not… 
MR SINGH:  I… 
CHAIRPERSON:  You are not sure. 
MR SINGH:  I am not sure. 
CHAIRPERSON:  Do you recall whom – who else you might have asked to go and pay for you in cash if it was not your driver?
MR SINGH:  As I said Mr Chair. 
CHAIRPERSON:  Or is it something you cannot remember? 
MR SINGH:  It might have been – it might have been a family relative or it may have been acquaintances. 
CHAIRPERSON:  Oh it would not be somebody from work? 
MR SINGH:  No. 
CHAIRPERSON:  Ja.  Okay alright.  Mr Seleka. 
ADV SELEKA SC:  Thank you.  Mr Singh when you refer to your driver is this a personal driver? 
MR SINGH:  Sorry Mr – Sorry Sir.
ADV SELEKA SC:  When you refer to your driver are you referring to your personal driver? 
MR SINGH:  No I was clarifying the Chairperson’s question so that the response that I gave to the Chairperson in terms of saying no it was not my driver.
ADV SELEKA SC:  Yes. 
MR SINGH:  I was referring to the allocated driver from Transnet. 
ADV SELEKA SC:  Oh it an allocated driver from Transnet.  Chairperson I believe the file is here and I think I should complete every section also by reference to it. 
CHAIRPERSON:  Ja. 
ADV SELEKA SC:  That is Transnet’s Bundle 5(b).  We have a copy for Mr Singh. 
CHAIRPERSON:  Okay.  
ADV VAN DEN HEEVER:  Chairperson is there copies for us too because we did not know that this is going to be dealt with today. 
CHAIRPERSON:  Yes.  Is there a copy for Mr Singh’s counsel? 
ADV SELEKA SC:  Yes there is. 
CHAIRPERSON:  Okay alright. 
ADV SELEKA SC:  Page  
CHAIRPERSON:  I guess you will need to have both files? 
ADV SELEKA SC:  Yes Chair.
CHAIRPERSON:  To compare. 
ADV SELEKA SC:  Yes Chair. 
CHAIRPERSON:  Okay what page in the bundle? 
ADV SELEKA SC:  Page 426.  426 is a page in the 10.6 Directive – 426 – 426.  I think it has that flag – the orangeflag.  So it is (inaudible). 
CHAIRPERSON:  Sorry just repeat Mr Seleka whose affidavit are we looking at now at the Transnet Bundle 5 at page 426? 
ADV SELEKA SC:  Yes.  Chairperson we are going to look at two documents. 
CHAIRPERSON:  Ja. 
ADV SELEKA SC:  The one is the 10.6 – Regulation 10.6 directive issued to Mr Singh requesting him to provide information to the commission on certain aspects.  The page reference I have now given is the page in that 10.6 directiveas page 426. 
CHAIRPERSON:  Okay.  Alright. 
ADV SELEKA SC:  We will then also refer to the affidavit of Mr Singh responding to their request in terms of the directive. 
CHAIRPERSON:  Okay. 
ADV SELEKA SC:  So the first – the page I have referred to is 426 paragraph 113 he has been asked to provide information relating to local and international trips that appear to have coincided with trips by members of the Guptafamily and their associates inter alia for present purposes Chairperson 1.13.3.A return  trip to Dubai between 3 June 2014 and 8 June 2014 that is the reason why… 
CHAIRPERSON:  I am sorry – I am sorry.  I thought you said1.13.3? 
ADV SELEKA SC:  No 1.13.2. 
CHAIRPERSON:  Oh okay.  A return trip to Dubai between 3 June 2014 and 8 June 2014 yes. 
ADV SELEKA SC:  Yes.  That we – we referring to 8 June 14 because of – it coincides with the date in the Ms Suleiman’s affidavit. 
CHAIRPERSON:  Yes.  The first trip of 4 June 2014.  You shared a return flight with Mr Rajesh Kumar Gupta on Flight EK763.  The following individuals were in Dubai during the
same period.  Mr Sanjay Grover, Mr Paul 00:15:24, Mr Iqbal Shama, Mr Selwyn Christin, Mr Zuwitley, Mr Vikas Sagar, Mr Rajesh Kumar Gupta, Mr [?] Edwin Sodi and Mr Kamal Vasram.  Now the response… 
CHAIRPERSON:  So the allegation he was asked to deal with then allegation that he had a trip – he was not – he had a return trip to Dubai and back between 3 June 2014 and 9 June 2014 and that he shared that flight with Mr Rajesh Kumar Gupta and the flight number is given. 
ADV SELEKA SC:  Yes.
CHAIRPERSON:  And that during that same period when he was in Dubai a number of people mentioned there were also in Dubai that is what the allegation says? 
ADV SELEKA SC:  Correct Chair. 
CHAIRPERSON:  Okay.
ADV SELEKA SC:  Mr Singh’s response to that on page 480 - 480.   
MR SINGH:  480. 
ADV SELEKA SC:  480 that is… 
CHAIRPERSON:  In the same bundle? 
ADV SELEKA SC:  In the same bundle that is Mr Singh’s affidavit of the 2n d of February 2021.  480 the same bundle. 
MR SINGH:  I do not have it. 
CHAIRPERSON:  Somebody must just assist Mr Singh to find the page.  It is your affidavit where it says At paragraph1.18.2 at the top. 
MR SINGH:  I have until 476. 
CHAIRPERSON:  Oh you do not have all the pages? 
MR SINGH:  Yes. 
CHAIRPERSON:  Okay.   
ADV SELEKA SC:  I think Mr Singh’s file has been regularised. 
CHAIRPERSON:  Have you found the right page Mr Singh? 
MR SINGH:  Yes Mr Chair. 
ADV SELEKA SC:  Yes.  So the – Mr Singh then respondsparagraph – at paragraph 1.13.2 return trip to Dubai and he 
gives the date in brackets 47 says: “I deny I travelled on a return trip to Dubai as alleged in this paragraph.” 
And then 48 he says:“Regarding the aforesaid date I wish to state that” 48.1 “I left South Africa on 3 June 2014 I only entered Dubai on 6 June 2014, I exited Dubai on 8 June 2014.” 
And then he says further: “Between 4 June 2014 and the 6 June 2014 I travelled between Frankfort and Heathrow airports.”But relevant for present purposes Chair is 48.3 which is I existed Dubai. 
CHAIRPERSON:  Yes,  Yes 
ADV SELEKA SC:  On 8 June 2014. 
CHAIRPERSON:  Yes.  I think for the sake of completeness Mr Singh can we take it that when you exited Dubai on 8 June 2014 you returned to Johannesburg? 
MR SINGH:  That is correct. 
CHAIRPERSON:  Okay alright.  Okay Mr Seleka. 
ADV SELEKA SC:  So then Mr Singh it is either acoincidence or divination on the part of the travel agent that they arrange your trip from Dubai to Johannesburg on the same date 8 June 2014? 
MR SINGH:  Sorry Sir I got the first part I did not hear your second part.
ADV SELEKA SC:  Oh. 
CHAIRPERSON:  Just repeat your – what you are putting to him. 
ADV SELEKA SC:  Yes.  So I am saying and you will comment it is either a coincidence or divination on their part that they arranged your return trip from Dubai to Johannesburg on the same date 8 June 2014.  Your comment? 
MR SINGH:  Sorry it is the meaning of your word in your second…
CHAIRPERSON:  Oh divination. 
ADV SELEKA SC:  Oh.  Ja my learned friend (inaudible – laughing).  Maybe she can explain what divination means. 
CHAIRPERSON:  No explain yourself Mr – do not shift the responsibility. 
ADV SELEKA SC:  Divination that means Mr Singh they would have known by some supernatural powers that you were travelling and travelling from Dubai not from Cape Town to Johannesburg on this very date of 8 June 2014. 
MR SINGH:  Well Mr Chair I think for the purposes of thisdiscussion what is important is also paragraph 48.4 of the said affidavit on page 480 is that between and 4 and 8 I 
travelled between Frankfort and Heathrow.  49 says: “To the best of my recollection the aforesaid travel relates to business travels.”
CHAIRPERSON:  I am sorry just repeat that last sentence. 
MR SINGH:  Okay so 48.4. 
CHAIRPERSON:  Ja 
MR SINGH:  Basically says that I was travelling in June between the dates of 4 and 6 between Frankfort and Heathrow. 
CHAIRPERSON:  Yes. 
MR SINGH:  So 49 basically then says “To the best of my recollection the aforesaid travel related to business travel.”
CHAIRPERSON:  Yes. 
MR SINGH:  So as I originally said Mr Chair the issue is that I was actually travelling on business there was no need for me to have this.  I was not requested. 
CHAIRPERSON:  Yes but Mr Seleka’s point is this.  If you did not ask Travel Excellence – if you did not tell them you were going to be travelling from Dubai to Johannesburg on the 8th of June 2014 and if you never asked anybody to tell them or to make a booking for you to travel from Dubai to Johannesburg on the 8 th of June 2014 how would they haveknown your – how would they have known that you were going to be travelling from Dubai to Johannesburg on that date?  How would – how could they get it so right? 
MR SINGH:  Well Mr Chair I am not too sure maybe it is a coincidence for the word that you used 
00:24:24:07. Because you – Chair. 
CHAIRPERSON:  Do you think they have supernatural powers to know this? 
MR SINGH:  Maybe – as you will see throughout the affidavit Mr Chair some supernatural powers was at play.  But on her 
own version Mr Chair at her affidavit on – she actually says: “I cannot recall who made the request.” 
CHAIRPERSON:  Yes. 
MR SINGH:  This is Ms Suleiman who is saying it. 
CHAIRPERSON:  Yes, ja but she is saying between you andMr Essa she is not sure who made the request but it is one of you. 
MR SINGH:  Well Mr… 
CHAIRPERSON:  As I understand what she is saying. 
MR SINGH:  Then she must state that 00:24:46 because that is not the way I interpret it. 
CHAIRPERSON:  Hm. 
MR SINGH:  This is not the way I interpret it. 
CHAIRPERSON:  Let – let us see it – is that at 221 ha? “I cannot recall whether I spoke to Mr Essaor Mr Singh.” Is that where –  
MR SINGH:  22.3. 
CHAIRPERSON:  Oh I cannot recall who made the request.  Oh okay no I was – I had in mind the latter part of theaffidavit. 
MR SINGH:  Yes. 
CHAIRPERSON:  Ja but my understanding based on her affidavit is that when she says she cannot recall even when – where she does not mention whether it was you or Mr Essa my understanding is that she is talking about you and Mr Essa because throughout her affidavit the only person – the only persons who used to make requests for your travels were either you or Mr Essa. So in that context I understand her to be – when she says I cannot recall I am – Iunderstand her to be saying that but it may be that you are right we should not be thinking about those – any of those two maybe somebody else but she  as far as I recall she never anywhere else never says in her affidavit somebody else other than either yourself or Mr Essa would request that. 
MR SINGH:  Well Mr Chair it goes back to Ms Suleiman’s recollection of the events that took place six years ago or seven years ago.  Because if you then take paragraph 22.2 and I know I am jumping ahead.
CHAIRPERSON:  Ja. 
MR SINGH:  Advocate Seleka but apologies for that.  If you look there she says a booking was requested by Mr Singh’s partner. 
CHAIRPERSON:  Okay, yes.
MR SINGH:  Ms 00:26:39. 
CHAIRPERSON:  Ja so sometimes it would be somebody else. 
MR SINGH:  But the point is. 
CHAIRPERSON:  Ja. 
MR SINGH:  That request was never made by (inaudible). 
CHAIRPERSON:  Okay, okay, no, no that is… 
MR SINGH:  And that comes back to the point of the recollection of events. 
CHAIRPERSON:  Ja.
MR SINGH:  By Ms Suleiman. 
CHAIRPERSON:  Yes but let us find – let us complete our understanding about what your response is in regard to you.  I think relating to the 8 th of June 2014.  Am I right to say in the end you saying well it must be – it must have – it must be a coincidence that she got that right or as you say maybe she had some supernatural powers because indeed you were – you did travel from Dubai to Johannesburg on the date that you did. 
MR SINGH:  Well Mr Chair based on the information that Ihad it would seem like it is a coincidence because I am not able to say whether it is – well I do not think I can categorically state that Mr Essa did not request that. 
CHAIRPERSON:  Just repeat that sentence. 
MR SINGH:  I said I can categorically state that Mr Essawould have not requested travel. 
CHAIRPERSON:  On your behalf? 
MR SINGH:  Not on my behalf. 
CHAIRPERSON:  Ja okay.  Mr… 
ADV VAN DEN HEEVER:  Chairperson sorry maybe it is important Mr Singh eluded to it earlier that ticket was voided it seems not to have been used.  And I think it is an important factor to take into account too. 
CHAIRPERSON:  Yes no, no, no that might be so.  At this stage he was dealing with my question as well as MrSeleka’s question of how come they – this travel agent had this information correct if Mr Singh was not the one who told them about his travelling or somebody that Mr Singh had asked to tell them.  That – that was what we are dealing with.  Mr Seleka. 
ADV SELEKA SC:  Thank you Chair.  And to that point raised we should equally look at the – the receipts of the R9100.00 cash payment together with that ticket.  But Chair part of 21 of Ms Suleiman’s affidavit it may well also be something you had in mind it says from – so they getintroduced Mr Anoj Singh they say gets introduced to them 
and paragraph 21 says: “From there onwards we had received requests from either Mr Essa or from Mr Singh directly to book flights for them.”So I mean it still carries the idea you had it is either from Mr Singh or from Mr Essa.  There is only that one incident where they say is Mr Singh’s partner who did the request but generally it seems to be the theme.  So Mr Singh paragraph 49 of your affidavit that you submitted. 
CHAIRPERSON:  Before you go there Mr Seleka ask this question to Mr Singh with reference to paragraph 20 of Ms Solomon’s affidavit.  She says Mr Essa introduced you, Mr Singh, to her during 2014.  She says prior to that she had never met him.  Now do you recall whether, in terms ofyour own dealings with her, you had met her at any time before 2014? 
MR SINGH:   No, Mr Chair. 
CHAIRPERSON:No.So do you know whether ...[intervenes]  
MR SINGH:   Well ...[intervenes]  
CHAIRPERSON:   Is your recollection that it may have been in 2014 that the two of you met or would it have been after, on your recollection?  You meeting her – let us leave out Mr Salim Essa for now.  Just in terms of your owndealings with her. 
MR SINGH:   In terms of...  Mr Chair, I do not recall this meeting of 2014, certainly by Mr Essa, as I have said.  So your question is? 
CHAIRPERSON:   So my question is.  Because you havesaid that you have had your own interactions with her. 
MR SINGH:   Yes. 
CHAIRPERSON:   Because you did make – ask her to make bookings for you and you did settle your invoices.  So I am asking.  In terms of your own recollection.  Are you able to say whether you met her for the first time or started dealing with her for the first time in 2014 or after 2014?  Because you have said that it was not before 2014. 
MR SINGH:   Mr Chair, I think the term dealing with her is probably more appropriate.
CHAIRPERSON:   H’m? 
MR SINGH:   I think it would have been probably in and around this time but certainly not 2012 or 2010. 
CHAIRPERSON:   You think it may have been 2014 sometime? 
MR SINGH:   Sometime. 
CHAIRPERSON:   Okay, no, that is fine. Now the question that arises because I think you were quite emphatic and you must tell me if I misunderstood you.  You were quite emphatic that you were not introduced by Mr Essa to her. Is that right? 
MR SINGH:   That is correct, sir. 
CHAIRPERSON:   Yes.  Your dealings with her from the time you started up to now, the relationship has – the business relationship between you and her has been fine. There had been no issues? 
MR SINGH:   No, sir. 
CHAIRPERSON:   H’m.  Do you know why she would say you were introduced to her by Mr Salim Essa if actually that was not – it is not what happened? 
MR SINGH:   Mr Chair, I would be speculating.   
CHAIRPERSON:   You would not know? 
MR SINGH:   [No audible reply]  
CHAIRPERSON:   Okay alright.  Mr Seleka. 
ADV SELEKA SC:   Yes.  Thank you, Chair.  I was going toask you, Mr Singh, about your paragraph 49 in the affidavit.  I see there ...[intervenes]  
CHAIRPERSON:   That is now Mr Singh’s affidavit in Transnet Bundle 5? 
ADV SELEKA SC:   Correct, Chair. 
CHAIRPERSON:   Page 840. 
ADV SELEKA SC:   Four, eight...  Yes. 
CHAIRPERSON:   Yes. 
ADV SELEKA SC:   Five in Bundle B. 
CHAIRPERSON:   Yes, continue.
ADV SELEKA SC:   Were you say: “To the best of my recollection, the aforesaid travels related to Transnet business...” I am intrigued by the phrase to the best of my recollection which seems to suggest that you are not certain aboutwhat you are saying. 
MR SINGH:   Look, Mr Chair, I think when I – when we drafted this wording we had access to the official travel records from Transnet which we had requested from the Commission which indicated to us that this trip, basically, was a business trip. 
CHAIRPERSON:   Is your answer, therefore, yes to Mr Seleka’s question or is it a no?  He is asking you whether the reason why you said to the best of your recollection is the reason why you said that that you wereuncertain whether the trips were for Transnet business? 
MR SINGH:   No, sir. 
CHAIRPERSON:   You were not – you are certain? 
MR SINGH:   Yes, sir. 
CHAIRPERSON:   Okay.  Mr Seleka. 
ADV SELEKA SC:   Yes.  So is there a reason why...  Sorry.  Are you saying you relied on documents from Transnet provided to you by the Commission? 
MR SINGH:   Yes, sir. 
ADV SELEKA SC:   Is there a reason why you used thewords to the best of your recollection as opposed to, this document show that I travelled on a Transnet business trip? 
MR SINGH:   Well, not really. 
CHAIRPERSON:   In other words, what Mr Seleka is sayingis.  He would have expected you, if you were relaying on the documents you are talking about, he would have expected you to say, according to these documents and you mention them, you were on Transnet business trips.   
MR SINGH:   Okay, Mr Chair, maybe a better choice of words would have been appropriate. 
CHAIRPERSON:   Just repeat that, please. 
MR SINGH:   I said, in that case, maybe a better choice of words would have been appropriate. 
CHAIRPERSON:   H’m, okay.
ADV SELEKA SC:   H’m.  Yes. 
CHAIRPERSON:   Mr Seleka. 
ADV SELEKA SC:   Thank you, Chair. 
CHAIRPERSON:   In other words – you know, the point is, when you say to the best of your recollection, it does not give the impression that you are basing it on documents.   
MR SINGH:   I think ...[intervenes]  
CHAIRPERSON:   It is like you are basing it on your memory. 
MR SINGH:   Memory, h’m.
CHAIRPERSON:   Okay. 
ADV SELEKA SC:   Yes-no, that is correct because if the documents – if – but I will find out – if the Commission gave you the documents that show what you are saying, the question is also, why would they ask you this questionthat you should explain the trips to Dubai betweenJune 2014 to 8 June 2014? 
ADV VAN DEN HEERDEN:   Chairperson, I assume Mr Seleka is now speculating as to reasons why things were done. 
CHAIRPERSON:   I think ...[intervenes]  
ADV VAN DEN HEERDEN:   The issue was about counting(?)...  In fact, without... my learned friend must look at the 10.6 and then he will understand. 
CHAIRPERSON:   No, no, no.  I think Mr Singh can dealwith the question.  Mr Singh, what do you want to say in response to what Mr Seleka says or do you have no ...[intervenes]  
MR SINGH:   Chair... [Speaker is not clear.] 
CHAIRPERSON:   He is saying it is strange – it will be strange that they asked you to explain your trip from Dubai or to Dubai in circumstances where the documents that they showed you reflected that it was a Transnet business trip.  That is what he is saying.  Do you want to comment on that?
MR SINGH:   Yes, Mr Chair. 
CHAIRPERSON:   H’m? 
MR SINGH:   It is quite simple.  It says – if you look at 
48.1, it says:   “I left South Africa on 03.  I entered Dubai on06.  I existed on 08.  Between 04 and 06, I travelled between Frankfurt and Heathrow Airports...”So from whatever the information was lost(?).  I do not know where they got the information from.  Indeed that I did travel to Dubai between these dates and I guess that is why they have asked me. 
CHAIRPERSON:   Just hang on one second, Mr Singh.  Are you able to hear him well?   
ADV VAN DEN HEERDEN:   I was going to say that wecannot hear at all. 
CHAIRPERSON:   [laughs] 
ADV VAN DEN HEERDEN:   He needs to move nearer to the microphone.   
CHAIRPERSON:   Ja, you see Mr Sing.  You – there are two people you want to make sure they hear you.  It is me and your counsel. 
MR SINGH:   Okay. 
CHAIRPERSON:   [laughs] 
MR SINGH:   Okay let me rearrange my ...[intervenes] 
CHAIRPERSON:   If Mr Seleka does not hear you, you can deal with that.  [laughs] 
ADV SELEKA SC:   [laughs] 
MR SINGH:   [laughs]  Okay Mr Chair. 
CHAIRPERSON:   I must hear you and your counselbecause your counsel needs to protect you.  [laughs]  And I need to make a finding about what you are saying. 
MR SINGH:   Okay, Mr Chair, is this better? 
CHAIRPERSON:   Ja.  I think that is better, ja.  But after some time, you might find that you ...[intervenes]  
MR SINGH:   No, it is because of these files. 
CHAIRPERSON:   Ja, okay alright. 
MR SINGH:   So maybe I should put one on this side. 
CHAIRPERSON:   Ja, just see how you – I am sorry, the space is very limited but just do your best.
MR SINGH:   Yes. 
CHAIRPERSON:   Okay.  Ja, he needs both.  You see the counsel has to use this room and I would not need to use such big files.  But that is fine.  [laughs]  His space is limited. 
MR SINGH:   I think this will be better... 
CHAIRPERSON:   Okay alright, ja.  Okay.  You remember the proposition? 
MR SINGH:   Oh, yes.  I was – Mr Seleka wanted to know why the Commission asked me ...[intervenes] 
CHAIRPERSON:   Why it would have asked you to explain this trip, if from the documents that they showed you, it was clear that it was a Transnet business trip. 
MR SINGH:   Well, Mr Chair, it was not – they did not show me the documents.
CHAIRPERSON:   Oh, okay. 
MR SINGH:   Yes.  So they put this to us in a 10.6 Notice, right? 
ADV SELEKA SC:   Yes. 
MR SINGH:   In a 10.6 Notice. 
CHAIRPERSON:   Yes. 
MR SINGH:   Given the fact that they had put it to us, we then requested the information. 
CHAIRPERSON:   Yes, okay. 
MR SINGH:   To understand whether these trips were eitherpersonal or private or business or private trip. 
CHAIRPERSON:   Ja, but your requested the documents from the Commission? 
MR SINGH:   That is correct, sir. 
CHAIRPERSON:   Okay.  So they did have the documents at some stage?  They provided them to you? 
MR SINGH:   Well, Mr Chair, I think we got the 10.6.  
CHAIRPERSON:   Ja. 
MR SINGH:   We then requested the information? 
CHAIRPERSON:   H’m?
MR SINGH:   Whether they had it or whether they asked it from Transnet after our request, I am not too sure. 
CHAIRPERSON:   Ja.  But they ultimately gave it to you? 
MR SINGH:   Yes. 
CHAIRPERSON:   Okay alright.  So is the point that youare making that at the time they asked you to explain, they might not have had those documents?  They might have got those documents after you made the request? 
MR SINGH:   I do not know Mr Chair. 
CHAIRPERSON:   Yes. 
MR SINGH:   But it would seem so. 
CHAIRPERSON:   Ja, okay alright. 
MR SINGH:   Well, Mr Chair, if you look – I can take you further, for example. 
CHAIRPERSON:   H’m?
MR SINGH:   If you look at the sub – just go to paragraph 54 on page 481.   
ADV SELEKA SC:   Is that of your affidavit? 
MR SINGH:   Of my affidavit, yes.   
ADV SELEKA SC:   Okay. 
MR SINGH:   You see, they asked me to explain a return trip to Hong Kong on 30 June to 03 July.  Now again, in that – if you look at that, again it is a business trip to – basically the Commission had thought that I had a return trip to Hong Kong, relating to... return to Hong Kong.  Itwas a business trip to China that was via Hong Kong.  So the ...[intervenes]  
CHAIRPERSON:   Ja. 
MR SINGH:   So the – I do not know if I am answering your question?
